ID,Conference,Year,Authors,Item Title,Item DOI,URL,MSR,SA,Included?
339,ECSA,2008,Gonzalo MÇndezAngÇlica de Antonio,How Do Agents Affect Modifiability? A Comparison between Two Architectures for Intelligent Virtual Environments for Training,10.1007/978-3-540-88030-1_8,http://link.springer.com/chapter/10.1007/978-3-540-88030-1_8,No,Yes,No
340,ECSA,2008,Mubarak MohammadVasu Alagar,TADL - An Architecture Description Language for Trustworthy Component-Based Systems,10.1007/978-3-540-88030-1_23,http://link.springer.com/chapter/10.1007/978-3-540-88030-1_23,No,Yes,No
341,ECSA,2008,Henrik Bërbak ChristensenKlaus Marius Hansen,Architectural Prototyping in Industrial Practice,10.1007/978-3-540-88030-1_15,http://link.springer.com/chapter/10.1007/978-3-540-88030-1_15,No,Yes,No
342,ECSA,2008,Ednaldo Dilorenzo de Souza FilhoRicardo de Oliveira CavalcantiDanuza F. S. NeivaThiago H. B. OliveiraLiana Barachisio LisboaEduardo Santana de AlmeidaSilvio Romero de Lemos Meira,Evaluating Domain Design Approaches Using Systematic Review,10.1007/978-3-540-88030-1_6,http://link.springer.com/chapter/10.1007/978-3-540-88030-1_6,No,Yes,No
343,ECSA,2008,Varvana MyllÑrniemiChristian PrehoferMikko RaatikainenJilles van GurpTomi MÑnnistî,Approach for Dynamically Composing Decentralised Service Architectures with Cross-Cutting Constraints,10.1007/978-3-540-88030-1_14,http://link.springer.com/chapter/10.1007/978-3-540-88030-1_14,No,Yes,No
344,ECSA,2008,M¢nica PintoLidia Fuentes,Towards a Software Process for Aspect-Oriented Modeling of Quality Attributes,10.1007/978-3-540-88030-1_31,http://link.springer.com/chapter/10.1007/978-3-540-88030-1_31,No,Yes,No
345,ECSA,2008,Patrick H. S. BritoRogÇrio de LemosCec°lia M. F. Rubira,Development of Fault-Tolerant Software Systems Based on Architectural Abstractions,10.1007/978-3-540-88030-1_11,http://link.springer.com/chapter/10.1007/978-3-540-88030-1_11,No,Yes,No
346,ECSA,2008,Nelis BouckÇDanny WeynsRich HilliardTom HolvoetAlexander Helleboogh,Characterizing Relations between Architectural Views,10.1007/978-3-540-88030-1_7,http://link.springer.com/chapter/10.1007/978-3-540-88030-1_7,No,Yes,No
347,ECSA,2008,Thais BatistaAntìnio T. A. GomesGeoff CoulsonChristina ChavezAlessandro Garcia,On the Interplay of Aspects and Dynamic Reconfiguration in a Specification-to-Deployment Environment,10.1007/978-3-540-88030-1_26,http://link.springer.com/chapter/10.1007/978-3-540-88030-1_26,No,Yes,No
348,ECSA,2008,Ahmad Waqas KamalParis Avgeriou,Modeling Architectural Patterns? Behavior Using Architectural Primitives,10.1007/978-3-540-88030-1_13,http://link.springer.com/chapter/10.1007/978-3-540-88030-1_13,No,Yes,No
349,ECSA,2008,Andrzej ZalewskiMarcin Ludzia,Diagrammatic Modeling of Architectural Decisions,10.1007/978-3-540-88030-1_35,http://link.springer.com/chapter/10.1007/978-3-540-88030-1_35,No,Yes,No
350,ECSA,2008,Claudia Raibulet,Facets of Adaptivity,10.1007/978-3-540-88030-1_33,http://link.springer.com/chapter/10.1007/978-3-540-88030-1_33,No,Yes,No
351,ECSA,2008,Marcos L¢pez-SanzZawar QayyumCarlos E. CuestaEsperanza MarcosFlavio Oquendo,Representing Service-Oriented Architectural Models Using „-ADL,10.1007/978-3-540-88030-1_21,http://link.springer.com/chapter/10.1007/978-3-540-88030-1_21,No,Yes,No
352,ECSA,2008,SÇbastien MosserMireille Blay-FornarinoMichel Riveill,Web Services Orchestrations Evolution: A Merge Process for Behavioral Evolution,10.1007/978-3-540-88030-1_5,http://link.springer.com/chapter/10.1007/978-3-540-88030-1_5,No,Yes,No
353,ECSA,2008,I. ChatzigiannakisV. LiagkouD. SalourosP. Spirakis,A Security Model for Internet-Based Digital Asset Management Systems,10.1007/978-3-540-88030-1_29,http://link.springer.com/chapter/10.1007/978-3-540-88030-1_29,No,Yes,No
354,ECSA,2008,Christian HÑnselHans JÅrgen OhlbachEdgar Stoffel,L-DSMS ? A Local Data Stream Management System,10.1007/978-3-540-88030-1_24,http://link.springer.com/chapter/10.1007/978-3-540-88030-1_24,No,Yes,No
355,ECSA,2008,F. LosavioA. MatteoR. Rahamut,Web Services Domain Analysis Based on Quality Standards,10.1007/978-3-540-88030-1_36,http://link.springer.com/chapter/10.1007/978-3-540-88030-1_36,No,Yes,No
356,ECSA,2008,Robertas Dama?evi?iusVytautas ?tuikysJevgenijus Toldinas,Domain Ontology-Based Generative Component Design Using Feature Diagrams and Meta-programming Techniques,10.1007/978-3-540-88030-1_32,http://link.springer.com/chapter/10.1007/978-3-540-88030-1_32,No,Yes,No
357,ECSA,2008,Ileana OberAli Abou DibLouis FÇraudChristian Percebois,Towards Interoperability in Component Based Development with a Family of DSLs,10.1007/978-3-540-88030-1_12,http://link.springer.com/chapter/10.1007/978-3-540-88030-1_12,No,Yes,No
358,ECSA,2008,Marco BernardoEdoardo BontÖ,Non-synchronous Communications in Process Algebraic Architectural Description Languages,10.1007/978-3-540-88030-1_3,http://link.springer.com/chapter/10.1007/978-3-540-88030-1_3,No,Yes,No
359,ECSA,2007,Davide FalessiPhilippe KruchtenGiovanni Cantone,Issues in Applying Empirical Software Engineering to Software Architecture,10.1007/978-3-540-75132-8_20,http://link.springer.com/chapter/10.1007/978-3-540-75132-8_20,No,Yes,No
360,ECSA,2007,Ron MorrisonDharini BalasubramaniamFlavio OquendoBrian WarboysR. Mark Greenwood,An Active Architecture Approach to Dynamic Systems Co-evolution,10.1007/978-3-540-75132-8_2,http://link.springer.com/chapter/10.1007/978-3-540-75132-8_2,No,Yes,No
361,ECSA,2007,Rogelio Limon CorderoIsidro Ramos Salavert,Analyzing Styles of the Modular Software Architecture View,10.1007/978-3-540-75132-8_23,http://link.springer.com/chapter/10.1007/978-3-540-75132-8_23,No,Yes,No
362,ECSA,2007,Andrzej Zalewski,Beyond ATAM: Architecture Analysis in the Development of Large Scale Software Systems,10.1007/978-3-540-75132-8_8,http://link.springer.com/chapter/10.1007/978-3-540-75132-8_8,No,Yes,No
363,ECSA,2007,Guillaume WaignierAnne-Franáoise Le MeurLaurence Duchien,FIESTA: A Generic Framework for Integrating New Functionalities into Software Architectures,10.1007/978-3-540-75132-8_7,http://link.springer.com/chapter/10.1007/978-3-540-75132-8_7,No,Yes,No
364,ECSA,2007,Cl†udio Sant?AnnaEduardo FigueiredoAlessandro GarciaCarlos J. P. Lucena,On the Modularity of Software Architectures: A Concern-Driven Measurement Framework,10.1007/978-3-540-75132-8_17,http://link.springer.com/chapter/10.1007/978-3-540-75132-8_17,No,Yes,No
365,ECSA,2007,David Garlan,Software Architectures for Task-Oriented Computing,10.1007/978-3-540-75132-8_1,http://link.springer.com/chapter/10.1007/978-3-540-75132-8_1,No,Yes,No
366,ECSA,2007,Alan W. BrownJohn A. McDermid,The Art and Science of Software Architecture,10.1007/978-3-540-75132-8_19,http://link.springer.com/chapter/10.1007/978-3-540-75132-8_19,No,Yes,No
367,ECSA,2007,Crist¢bal CostaNour AliJennifer PÇrezJosÇ ?ngel Cars°Isidro Ramos,Dynamic Reconfiguration of Software Architectures Through Aspects,10.1007/978-3-540-75132-8_24,http://link.springer.com/chapter/10.1007/978-3-540-75132-8_24,No,Yes,No
368,ECSA,2007,Rui CorreiaCarlos M. P. MatosReiko HeckelMohammad El-Ramly,Architecture Migration Driven by Code Categorization,10.1007/978-3-540-75132-8_10,http://link.springer.com/chapter/10.1007/978-3-540-75132-8_10,No,Yes,No
369,ECSA,2007,Alessandro Costa PereiraFalk HartmannKay Kadner,A Distributed Staged Architecture for Multimodal Applications,10.1007/978-3-540-75132-8_16,http://link.springer.com/chapter/10.1007/978-3-540-75132-8_16,No,Yes,No
370,ECSA,2007,Lidia FuentesNadia G†mezM¢nica PintoJuan A. Valenzuela,Using Connectors to Model Crosscutting Influences in Software Architectures,10.1007/978-3-540-75132-8_27,http://link.springer.com/chapter/10.1007/978-3-540-75132-8_27,No,Yes,No
371,ECSA,2007,Neil B. HarrisonParis Avgeriou,Leveraging Architecture Patterns to Satisfy Quality Attributes,10.1007/978-3-540-75132-8_21,http://link.springer.com/chapter/10.1007/978-3-540-75132-8_21,No,Yes,No
372,ECSA,2007,Isabelle CìtÇMaritta HeiselIna Wentzlaff,Pattern-Based Evolution of Software Architectures,10.1007/978-3-540-75132-8_4,http://link.springer.com/chapter/10.1007/978-3-540-75132-8_4,No,Yes,No
373,ECSA,2007,Katrina FalknerDharini BalasubramaniamHenry DetmoldDavid S. Munro,Informed Evolution,10.1007/978-3-540-75132-8_26,http://link.springer.com/chapter/10.1007/978-3-540-75132-8_26,No,Yes,No
374,ECSA,2007,Mario Anzures-Garc°aMiguel J. HornosPatricia Paderewski-Rodr°guez,Architecture for Developing Adaptive and Adaptable Collaborative Applications,10.1007/978-3-540-75132-8_22,http://link.springer.com/chapter/10.1007/978-3-540-75132-8_22,No,Yes,No
375,ECSA,2007,Claus PahlSimon GieseckeWilhelm Hasselbring,An Ontology-Based Approach for Modelling Architectural Styles,10.1007/978-3-540-75132-8_6,http://link.springer.com/chapter/10.1007/978-3-540-75132-8_6,No,Yes,No
376,ECSA,2007,Chadlia JeradKamel BarkaouiAmel Grissa Touzi,Hierarchical Verification in Maude of LfP Software Architectures,10.1007/978-3-540-75132-8_13,http://link.springer.com/chapter/10.1007/978-3-540-75132-8_13,No,Yes,No
377,ECSA,2007,Elena NavarroPatricio LetelierJavier JaÇnIsidro Ramos,Supporting the Automatic Generation of Proto-Architectures,10.1007/978-3-540-75132-8_35,http://link.springer.com/chapter/10.1007/978-3-540-75132-8_35,No,Yes,No
378,ECSA,2007,Miguel A. Mart°nez-PrietoCarlos E. CuestaPablo de la Fuente,Aqueducts: A Layered Pipeline-Based Architecture for XML Processing,10.1007/978-3-540-75132-8_32,http://link.springer.com/chapter/10.1007/978-3-540-75132-8_32,No,Yes,No
379,ECSA,2007,Rik FarenhorstPatricia LagoHans van Vliet,Effective Tool Support for Architectural Knowledge Sharing,10.1007/978-3-540-75132-8_11,http://link.springer.com/chapter/10.1007/978-3-540-75132-8_11,No,Yes,No
380,ECSA,2007,Marcos L¢pez-SanzCÇsar J. Acu§aCarlos E. CuestaEsperanza Marcos,UML Profile for the Platform Independent Modelling of Service-Oriented Architectures,10.1007/978-3-540-75132-8_30,http://link.springer.com/chapter/10.1007/978-3-540-75132-8_30,No,Yes,No
381,ECSA,2007,Gemma GrauXavier Franch,A Goal-Oriented Approach for the Generation and Evaluation of Alternative Architectures,10.1007/978-3-540-75132-8_12,http://link.springer.com/chapter/10.1007/978-3-540-75132-8_12,No,Yes,No
382,ECSA,2007,Francisco NavaRafael CapillaJuan C. Due§as,Processes for Creating and Exploiting Architectural Design Decisions with Tool Support,10.1007/978-3-540-75132-8_34,http://link.springer.com/chapter/10.1007/978-3-540-75132-8_34,No,Yes,No
383,ECSA,2007,Fernando LosillaCristina Vicente-ChicoteB†rbara ?lvarezAndrÇs IborraPedro S†nchez,Wireless Sensor Network Application Development: An Architecture-Centric MDE Approach,10.1007/978-3-540-75132-8_15,http://link.springer.com/chapter/10.1007/978-3-540-75132-8_15,No,Yes,No
384,ECSA,2007,Kristian Ellebëk Kjër,First Class Connectors for Prototyping Service Oriented Architectures,10.1007/978-3-540-75132-8_14,http://link.springer.com/chapter/10.1007/978-3-540-75132-8_14,No,Yes,No
385,ECSA,2007,Volker GruhnClemens SchÑfer,From Mobile Business Processes to Mobile Information Systems,10.1007/978-3-540-75132-8_28,http://link.springer.com/chapter/10.1007/978-3-540-75132-8_28,No,Yes,No
386,ECSA,2007,David MansetHervÇ VerjusRichard McClatchey,Managing Separation of Concerns in Grid Applications Through Architectural Model Transformations,10.1007/978-3-540-75132-8_31,http://link.springer.com/chapter/10.1007/978-3-540-75132-8_31,No,Yes,No
387,ECSA,2007,Francisco J. OrtizJuan A. PastorDiego AlonsoB†rbara ?lvarezPedro S†nchez,Experiences Using a Component-Oriented Architectural Framework for Robots and Its Improvement with a MDE Approach,10.1007/978-3-540-75132-8_37,http://link.springer.com/chapter/10.1007/978-3-540-75132-8_37,No,Yes,No
388,ECSA,2007,Ambra MolesiniAlessandro GarciaChristina ChavezThais Batista,On the Interplay of Crosscutting and MAS-Specific Styles,10.1007/978-3-540-75132-8_33,http://link.springer.com/chapter/10.1007/978-3-540-75132-8_33,No,Yes,No
389,ECSA,2007,Imen LoulouAhmed Hadj KacemMohamed JmaielKhalil Drira,Formal Design of Structural and Dynamic Features of Publish/Subscribe Architectural Styles,10.1007/978-3-540-75132-8_5,http://link.springer.com/chapter/10.1007/978-3-540-75132-8_5,No,Yes,No
390,ECSA,2007,Amparo NavasaMiguel A. PÇrezJuan Manuel Murillo,AspectLEDA: Extending an ADL with Aspectual Concepts,10.1007/978-3-540-75132-8_36,http://link.springer.com/chapter/10.1007/978-3-540-75132-8_36,No,Yes,No
391,ECSA,2007,Elisabet EstevezMarga Marcos,Model-Driven Approach for Designing Industrial Control Systems,10.1007/978-3-540-75132-8_25,http://link.springer.com/chapter/10.1007/978-3-540-75132-8_25,No,Yes,No
392,ECSA,2007,SÇrgio LopesAdriano TavaresJo?o MonteiroCarlos Silva,An Architectural Model for Small-Scale Component-Oriented Frameworks,10.1007/978-3-540-75132-8_29,http://link.springer.com/chapter/10.1007/978-3-540-75132-8_29,No,Yes,No
393,ECSA,2007,Michael P. Papazoglou,What?s in a Service?,10.1007/978-3-540-75132-8_3,http://link.springer.com/chapter/10.1007/978-3-540-75132-8_3,No,Yes,No
394,ECSA,2007,Adri†n SantosFrancisco AlmeidaVicente Blanco,Lightweight Web Services for High Performace Computing,10.1007/978-3-540-75132-8_18,http://link.springer.com/chapter/10.1007/978-3-540-75132-8_18,No,Yes,No
395,ECSA,2007,Javier C†maraCarlos CanalJavier CuboJuan Manuel Murillo,Enabling Adaptivity in User Interfaces,10.1007/978-3-540-75132-8_9,http://link.springer.com/chapter/10.1007/978-3-540-75132-8_9,No,Yes,No
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
